explained_log_gdp_per_capita,explained_social_support,explained_healthy_life_expectancy,explained_freedom,explained_generosity,explained_corruption
1.818,1.233,0.608,0.965,0.03,0.034
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.352462649345398,0.973141729831696,0.234981521964073,0.377534449100494,0.169667050242424,0.0621462762355804
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.468,1.068,0.665,0.448,0.244,0.006
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.651,1.08,0.748,0.46,0.124,0.069
1.728,1.368,0.699,0.757,0.047,0.035
1.182,1.482,0.104,0.564,0.052,0.056
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.364,1.277,0.599,0.739,0.254,0.073
1.608,1.225,1.05,0.914,0.026,0.152
0.779058396816254,1.40828919410706,0.788434088230133,0.553124606609344,0.116268493235111,0.030147785320878
0.763,0.637,0.106,0.441,0.121,0.059
1.834,1.052,0.801,0.412,0.085,0.059
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.606,0.796,0.258,0.759,0.122,0.137
1.629,1.469,0.567,0.62,0.083,0.006
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.727,1.455,0.475,0.5,0.087,0.003
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.30164766311646,1.43539190292358,1.02250194549561,0.644028127193451,0.281528919935226,0.351701855659485
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.101,0.756,0.197,0.526,0.211,0.035
1.065,1.007,0.092,0.448,0.176,0.013
1.038,0.76,0.206,0.661,0.1,0.162
1.886,1.188,0.783,0.659,0.217,0.368
1.924,1.088,0.776,0.585,0.163,0.358
2.028,1.558,0.864,0.931,0.117,0.397
0.648,0.279,0.388,0.477,0.14,0.157
1.23,1.103,0.527,0.573,0.143,0.132
1.872,1.594,0.913,1.097,0.108,0.108
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.274,0.786,0.197,0.259,0.038,0.154
1.743,1.566,0.714,0.915,0.105,0.187
1.16922914981842,1.31039977073669,0.868038475513458,0.557903528213501,0.0633742436766624,0.160541251301765
1.538,1.391,0.585,0.663,0.2,0.101
1.492,1.062,0.782,0.64,0.215,0.292
1.442,1.2,0.36,0.909,0.059,0.038
1.477,0.947,0.366,0.539,0.0,0.201
2.129,1.39,0.7,0.758,0.205,0.418
1.953,1.243,0.777,0.719,0.188,0.532
1.281,1.454,0.896,0.893,0.201,0.087
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.445,1.554,0.371,0.966,0.059,0.082
1.453,1.076,0.801,0.647,0.291,0.317
1.812,1.294,0.659,0.934,0.165,0.235
0.975,1.144,0.446,0.569,0.322,0.163
1.983,1.164,0.563,0.815,0.209,0.258
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.274,0.831,0.522,0.662,0.112,0.115
0.984,0.784,0.499,0.519,0.237,0.13
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.254,0.239,0.203,0.289,0.209,0.107
1.126,0.83,0.634,0.585,0.092,0.089
0.56,0.883,0.156,0.728,0.158,0.196
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.251,1.039,0.703,0.453,0.111,0.0
1.945,1.206,0.787,0.651,0.271,0.419
2.129,1.166,0.779,0.627,0.19,0.408
1.502,1.108,0.763,0.686,0.208,0.485
0.995,0.63,0.343,0.82,0.135,0.253
1.751,1.003,0.76,0.639,0.166,0.353
0.578,0.66,0.191,0.593,0.185,0.2
0.646,0.819,0.434,0.33,0.082,0.075
1.324,0.724,0.675,0.476,0.058,0.2
0.77,0.642,0.161,0.367,0.149,0.136
1.03,0.47,0.498,0.488,0.032,0.181
0.628,0.0,0.242,0.0,0.091,0.088
1.547,1.303,0.498,0.722,0.222,0.008
0.818,0.791,0.035,0.928,0.155,0.218
0.943,0.727,0.231,0.519,0.142,0.06
1.277,1.083,0.466,0.999,0.122,0.081
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.415,1.527,0.771,1.085,0.173,0.196
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.771,0.851,0.0,0.523,0.082,0.085
1.44688677787781,1.47059643268585,0.975670695304871,0.587779939174652,0.295426994562149,0.373433262109756
1.463,0.998,0.747,0.489,0.088,0.187
1.43,1.269,0.548,0.685,0.13,0.142
1.594,1.6,0.717,0.876,0.041,0.042
0.935371994972229,1.18317353725433,0.802994132041931,0.410224586725235,0.18586353957653,0.0245950594544411
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.504061818122864,0.954593420028687,0.518391907215118,0.352400898933411,0.16439713537693,0.0818659365177155
0.645,0.0,0.087,0.0,0.093,0.059
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.296,1.565,0.759,1.108,0.142,0.102
1.736,1.232,0.707,0.479,0.118,0.025
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.0,1.321,0.491,0.518,0.192,0.086
0.873,0.791,0.306,0.676,0.157,0.098
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.37,1.09,0.703,0.58,0.052,0.046
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.853,1.188,0.603,0.446,0.112,0.163
1.766,1.471,0.729,0.619,0.119,0.177
1.505,0.863,0.637,0.488,0.215,0.031
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.55,1.169,0.389,0.632,0.086,0.115
1.646,1.56,0.822,0.879,0.04,0.034
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.93,1.293,0.693,1.055,0.143,0.171
0.457163125276566,0.872674643993378,0.442677855491638,0.509343087673187,0.271540910005569,0.203880861401558
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.037,0.895,0.353,0.519,0.282,0.069
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.439,0.646,0.719,0.511,0.138,0.028
1.223,0.984,0.44,0.279,0.071,0.041
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.475,1.277,0.569,0.58,0.194,0.015
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.731,1.544,0.472,0.494,0.128,0.022
1.472,1.175,0.38,1.034,0.076,0.094
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.173,1.356,0.346,0.817,0.067,0.052
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.217,1.179,0.488,0.719,0.1,0.061
1.758,1.356,0.537,0.693,0.031,0.037
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.504,1.622,0.579,0.824,0.048,0.083
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.079,0.732,0.3,0.444,0.175,0.038
0.978,0.988,0.436,0.45,0.401,0.174
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.822,1.326,0.672,0.713,0.267,0.351
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.415,0.934,0.66,0.529,0.15,0.079
0.918395459651947,1.20398652553558,0.813928186893463,0.305365741252899,0.264005243778229,0.0011724870419129
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.208,0.268,0.565,0.492,0.02,0.102
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.505,1.168,0.835,0.86,0.058,0.085
1.16880083084106,1.33953034877777,0.979315280914307,0.589895188808441,0.0530369468033314,0.0277334656566381
0.603,0.508,0.385,0.483,0.375,0.073
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.937864303588867,1.40228760242462,0.914439558982849,0.548203647136688,0.224198251962662,0.0719064921140671
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.36,1.093,0.722,0.69,0.122,0.085
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
2.146,1.558,0.936,1.032,0.172,0.364
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.714,1.402,0.475,0.63,0.065,0.036
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.467,0.612,0.595,0.508,0.0,0.208
1.09766781330109,1.37614929676056,0.878546535968781,0.579849779605865,0.0972073078155518,0.0542305260896683
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.664,1.491,0.389,0.628,0.136,0.149
1.116,0.286,0.592,0.92,0.11,0.132
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.966,1.005,0.518,0.572,0.118,0.304
0.113,0.168,0.298,0.484,0.213,0.134
0.387,0.59,0.11,0.384,0.164,0.072
1.707,1.384,0.704,0.926,0.092,0.127
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.839,1.018,0.126,0.888,0.116,0.165
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.285,1.047,0.587,0.405,0.082,0.089
1.191,0.9,0.348,0.821,0.094,0.055
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.1,0.865,0.45,0.304,0.088,0.138
1.421,1.081,0.804,0.536,0.092,0.235
1.499,1.521,0.617,0.761,0.095,0.13
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.361,1.179,0.586,0.583,0.144,0.031
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.821,1.331,0.505,0.809,0.112,0.133
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.575862467288971,0.966367959976196,0.432162255048752,0.477290064096451,0.261291205883026,0.0565703809261322
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.840081989765167,1.24573814868927,0.406871169805527,0.444598972797394,0.0764544829726219,0.0543203428387642
1.35,0.596,0.656,0.316,0.029,0.029
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.952,1.517,0.704,0.835,0.224,0.484
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
1.382,0.883,0.539,0.62,0.468,0.047
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.176534727215767,0.530368089675903,0.446163296699524,0.487389832735062,0.213185057044029,0.131633952260017
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
0.57,0.885,0.0,0.625,0.161,0.192
1.32694852352142,1.50344920158386,0.979332566261292,0.665039896965027,0.242793396115303,0.495260328054428
1.19483768939972,1.4243311882019,0.853465259075165,0.423542529344559,0.116729773581028,0.0112914405763149
1.101,0.924,0.634,0.482,0.189,0.066
1.304,1.14011859893799,0.5605,0.602,0.134,0.113
